OBJECTID,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,Lightcode,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTNO,ROADCOND,roadcode,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,Shape,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
45943,167028,167048,Block,Cycles,161, ,,0,,04/27/2014 12:00:00 AM +0000,4/27/2014 22:18,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,0,1,,2,3701629,Dry,1,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,14637,1,2b,Serious Injury Collision,,45,Bicycle,Matched,Y,1,Clear or Partly Cloudy," 47.61525914900005, -122.31750882199998 ",10420,0,N,14-129333
45961,168335,168355,Intersection,Cycles,0, ,,0,,05/27/2014 12:00:00 AM +0000,5/27/2014 9:58,1,29860,At Intersection (intersection related),Daylight,3,SUMMIT AVE AND E PINE ST,0,1,Y,2,3701733,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,12987,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.615218748000075, -122.325528841 ",10354,0,N,2014-165974
45968,168952,168972,Block,Cycles,237, ,,0,Y,05/30/2014 12:00:00 AM +0000,5/30/2014 17:45,1,,Driveway Junction,Daylight,3,18TH AVE S BETWEEN S ORCAS ST AND S JUNEAU ST,0,1,,2,3581161,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,2616,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.55058510600003, -122.30989504899998 ",0,0,N,14-170313
45969,169311,169331,Intersection,Cycles,0, ,,0,,06/05/2014 12:00:00 AM +0000,6/5/2014 17:29,2,30379,At Intersection (intersection related),Daylight,3,ALASKAN WAY AND MARION ST,1,1,Y,2,3704977,Dry,1,64,PEDALCYCLIST STRUCK PEDESTRIAN,,8719,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.60306058300006, -122.33778754599996 ",38506,522401,N,2014-178145
45987,168119,168139,Intersection,Cycles,0, ,,0,,05/08/2014 12:00:00 AM +0000,5/8/2014 17:39,1,27014,At Intersection (intersection related),Daylight,3,GREENWOOD AVE N AND N 39TH ST,0,1,Y,2,3702982,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,10701,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.65415337600007, -122.35548709599999 ",27015,0,N,2014-142818
46000,166269,166289,Block,Cycles,161, ,,0,,04/19/2014 12:00:00 AM +0000,4/19/2014 0:15,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,0,1,,3,3573276,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,12207,1,2b,Serious Injury Collision,,45,Bicycle,Matched,Y,1,Clear or Partly Cloudy," 47.61369730700005, -122.32836055699994 ",31079,0,N,14-119500
46008,169622,169642,Block,Cycles,210, ,,0,Y,06/06/2014 12:00:00 AM +0000,6/6/2014 11:26,1,,Driveway Junction,Daylight,3,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,0,1,,3,3705481,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,13747,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.62139465200005, -122.33042621599998 ",0,0,N,14-178962
46061,168128,168148,Intersection,Cycles,0, ,,0,,05/19/2014 12:00:00 AM +0000,5/19/2014 18:07,1,26925,At Intersection (intersection related),Daylight,3,FREMONT AVE N AND N 45TH ST,0,1,Y,2,3703254,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,10498,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.66139442700006, -122.35003951099998 ",8454,0,N,2014-156738
46068,168124,168144,Intersection,Cycles,0, ,,0,,05/20/2014 12:00:00 AM +0000,5/20/2014 7:00,1,25815,At Intersection (intersection related),Daylight,3,1ST AVE NE AND NE 63RD ST,0,1,,2,3703227,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,1081,0,2,Injury Collision,Y,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.674399453000035, -122.32817890899997 ",0,0,N,14-15271
46088,167702,167722,Block,Cycles,1087.5, ,,0,,05/01/2014 12:00:00 AM +0000,5/1/2014 17:30,1,,Driveway Junction,Daylight,3,WEST GREEN LAKE WAY N BETWEEN GREEN LAKE TURN RD AND N 63RD ST,0,1,Y,2,3576788,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,23399,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.67149845500006, -122.34367493899998 ",10109,0,N,2014-135300
46089,167701,167721,Block,Cycles,90.5, ,,0,,05/01/2014 12:00:00 AM +0000,5/1/2014 18:34,1,,Mid-Block (but intersection related),Daylight,3,EAST GREEN LAKE WAY N BETWEEN 2ND AVE NE AND 4TH AVE NE,0,1,,2,3576496,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,14082,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.67843998600006, -122.32716208399995 ",7406,0,N,2014-134228
46096,169161,169181,Intersection,Cycles,0, ,,0,,06/04/2014 12:00:00 AM +0000,6/4/2014 17:29,1,30373,At Intersection (intersection related),Daylight,3,ALASKAN E RDWY WAY S AND S MAIN ST,0,1,Y,2,3584996,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,8755,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.60004622300005, -122.33546646299999 ",20619,0,N,14-176906
46136,170604,170624,Intersection,Cycles,0, ,,0,,06/12/2014 12:00:00 AM +0000,6/12/2014 17:51,1,29538,At Intersection (intersection related),Daylight,3,9TH AVE AND STEWART ST,0,1,,2,3696776,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,8524,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.61561648000003, -122.33443632099994 ",13684,0,N,14-187350
46185,171057,171077,Intersection,Cycles,0, ,,0,,07/02/2014 12:00:00 AM +0000,7/2/2014 7:49,1,28605,At Intersection (intersection related),Daylight,3,ALOHA ST AND QUEEN ANNE AVE N,0,1,,1,3585323,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,8804,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.62719238600005, -122.35668955499995 ",30638,0,N,14-212869
46199,171579,171599,Intersection,Cycles,0, ,,0,Y,07/07/2014 12:00:00 AM +0000,7/7/2014 12:16,1,29526,At Intersection (intersection related),Daylight,3,STEWART ST AND TERRY AVE,0,1,,2,3643695,Dry,1,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,12907,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61628073000003, -122.33357713099997 ",13691,0,N,2014-220063
46231,173459,173479,Intersection,Cycles,0,NEI,"Not Enough Information, or Insufficient Location Information",0,,08/09/2014 12:00:00 AM +0000,8/9/2014 17:00,0,29553,At Intersection (intersection related),Daylight,3,7TH AVE AND OLIVE WAY,0,1,,2,3571015,Dry,1,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,8160,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.613595528000076, -122.33517270199997 ",37052,0,N,2014-263779
46251,172060,172080,Block,Cycles,192, ,,0,,07/17/2014 12:00:00 AM +0000,7/17/2014 6:39,0,,Driveway Junction,Dawn,2,ALKI AVE SW BETWEEN 59TH AVE SW AND 60TH AVE SW,0,1,,2,3505141,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,8796,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Overcast," 47.57977779200007, -122.40866226299994 ",3638,0,N,14-233342
46333,171063,171083,Intersection,Cycles,0, ,,0,,07/02/2014 12:00:00 AM +0000,7/2/2014 12:48,1,24457,At Intersection (intersection related),Daylight,3,5TH AVE NE AND NE 71ST ST,0,1,,2,3703356,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,7304,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.680163099000026, -122.32285939299999 ",0,521889,N,14/213167
46350,171840,171860,Intersection,Cycles,0, ,,0,,07/12/2014 12:00:00 AM +0000,7/12/2014 17:27,1,29748,At Intersection (intersection related),Daylight,3,12TH AVE AND E PIKE ST,0,1,,1,3642351,Dry,1,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,1546,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.61410376900005, -122.31683584899997 ",10785,0,N,14-227475
46367,173477,173497,Block,Cycles,551.5, ,,0,Y,08/08/2014 12:00:00 AM +0000,8/8/2014 12:37,2,,Mid-Block (not related to intersection),Daylight,3,ALKI AVE SW BETWEEN SW ARKANSAS ST AND SW HAMPSHIRE ST,0,1,,4,3570949,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,8785,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.589503782000065, -122.39412509399995 ",3593,0,N,14-261983
46378,172361,172381,Block,Cycles,354.5, ,,0,,07/21/2014 12:00:00 AM +0000,7/21/2014 21:00,1,,Mid-Block (not related to intersection),Daylight,3,DENNY WAY BETWEEN STEWART ST AND MELROSE AVE,0,1,,3,3574798,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,10023,0,2,Injury Collision,Y,45,Bicycle,Matched,N,2,Clear or Partly Cloudy," 47.61844935400006, -122.32929210599997 ",23551,0,N,14-239236
46418,173709,173729,Block,Cycles,213, ,,0,,08/14/2014 12:00:00 AM +0000,8/14/2014 17:10,1,,Mid-Block (not related to intersection),Daylight,3,4TH AVE BETWEEN UNION ST AND PIKE ST,0,1,,2,3584044,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,6130,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.60971641300006, -122.33622826899995 ",12755,0,N,14-269711
46448,171611,171631,Block,Cycles,153.5, ,,0,,07/09/2014 12:00:00 AM +0000,7/9/2014 18:01,1,,Mid-Block (but intersection related),Daylight,3,ALASKAN E RDWY WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,0,1,,3,3574933,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,8754,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.60046898500008, -122.335456567 ",0,522619,N,14-223322
46580,171864,171884,Intersection,Cycles,0, ,,0,Y,07/12/2014 12:00:00 AM +0000,7/12/2014 13:47,1,31514,At Intersection (intersection related),Daylight,3,23RD AVE S AND S MASSACHUSETTS ST,0,1,,5,3698996,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,3452,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.58837465200003, -122.30259364599999 ",0,630858,N,2014-227238
46629,172424,172444,Intersection,Cycles,0, ,,0,,07/21/2014 12:00:00 AM +0000,7/21/2014 21:40,1,27091,At Intersection (intersection related),Dark - Street Lights Off,1,15TH AVE NE AND NE 42ND ST,0,1,,2,3706790,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,2033,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.65830145700005, -122.31207124999997 ",0,520846,N,14-239272
46635,172423,172443,Intersection,Cycles,0, ,,0,,07/22/2014 12:00:00 AM +0000,7/22/2014 10:28,1,25744,At Intersection (intersection related),Daylight,3,8TH AVE NE AND NE 56TH ST,0,1,,2,3706791,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,8313,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.66932091600006, -122.32010139999994 ",0,0,N,14-239754
46648,172708,172728,Block,Cycles,153, ,,0,,07/25/2014 12:00:00 AM +0000,7/25/2014 19:34,1,,Mid-Block (not related to intersection),Daylight,3,1ST AVE BETWEEN MADISON ST AND SPRING ST,0,1,,2,3696476,Dry,1,54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,1004,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.605050498000026, -122.33656362299996 ",36768,0,N,14-244039
46656,173723,173743,Intersection,Cycles,0, ,,0,Y,08/14/2014 12:00:00 AM +0000,8/14/2014 17:36,1,30436,At Intersection (intersection related),Daylight,3,12TH AVE S AND S WELLER ST,0,2,,3,3642477,Dry,1,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,21537,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.59749957200006, -122.31722672699999 ",16241,0,N,14-269755
46696,170038,170058,Block,Cycles,161, ,,0,,06/12/2014 12:00:00 AM +0000,6/12/2014 15:42,1,,Mid-Block (not related to intersection),Daylight,3,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,0,1,,2,3575046,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,14636,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61524975200007, -122.31881447599994 ",10420,0,N,14-187189
46697,170037,170057,Block,Cycles,218, ,,0,Y,06/12/2014 12:00:00 AM +0000,6/12/2014 10:37,1,,Mid-Block (not related to intersection),Daylight,3,EASTLAKE AVE E BETWEEN HARVARD AVE E AND FUHRMAN AVE E,0,1,Y,2,3565810,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,10184,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.65104751100006, -122.32168580199999 ",6078,0,N,14-186838
46751,171876,171896,Block,Cycles,138.5, ,,0,Y,07/14/2014 12:00:00 AM +0000,7/14/2014 14:58,1,,Driveway Junction,Daylight,3,NE 42ND ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,0,1,,2,3587650,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,16788,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.658362648000036, -122.31721991299997 ",0,0,N,14-229837
46769,173514,173534,Block,Cycles,124.5, ,,0,,08/05/2014 12:00:00 AM +0000,8/5/2014 20:53,0,,Driveway Junction,Dusk,4,NE 45TH ST BETWEEN 1ST AVE NE AND 2ND AVE NE,0,1,,2,3582744,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,16838,0,1,Property Damage Only Collision,,45,Bicycle,Matched,Y,1,Clear or Partly Cloudy," 47.661357277000036, -122.32775751099996 ",6532,0,N,2014-258562
46863,170665,170685,Intersection,Cycles,0, ,,0,,06/20/2014 12:00:00 AM +0000,6/20/2014 13:05,2,24501,At Intersection (intersection related),Daylight,3,12TH AVE NE AND NE 65TH ST,1,1,,2,3706356,Dry,1,64,PEDALCYCLIST STRUCK PEDESTRIAN,,1580,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.67581492800008, -122.31565804799999 ",29263,524481,N,14-197263
46870,172478,172498,Block,Cycles,174, ,,0,,07/22/2014 12:00:00 AM +0000,7/22/2014 9:00,1,,Mid-Block (not related to intersection),Daylight,3,30TH AVE NE BETWEEN UNION BAY PL NE AND BURKE GILMAN TRL,0,1,Y,3,3646365,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,4598,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.664214558000026, -122.29561594399996 ",31966,0,N,14-239678
46872,171904,171924,Intersection,Cycles,0, ,,0,,07/09/2014 12:00:00 AM +0000,7/9/2014 16:18,1,26698,At Intersection (intersection related),Daylight,3,3RD AVE W AND W CREMONA ST,0,1,Y,2,3696611,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,4568,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.64954528900006, -122.36088259399997 ",30261,0,N,2014-223194
46914,171648,171668,Block,Cycles,667, ,,0,,06/30/2014 12:00:00 AM +0000,6/30/2014 10:45,1,,Mid-Block (not related to intersection),Daylight,3,LINDEN AVE N BETWEEN N 130TH ST AND N 135TH ST,0,1,,2,3706488,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,11453,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.72503747500008, -122.34793329699994 ",40833,0,N,14-222993
46963,170492,170512,Block,Cycles,155.5, ,,0,,06/23/2014 12:00:00 AM +0000,6/23/2014 17:08,1,,Mid-Block (not related to intersection),Daylight,3,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,0,1,,2,3696601,Dry,1,54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,1000,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.602147599000034, -122.33417685699999 ",36854,0,N,2014-201302
47006,170887,170907,Block,Cycles,161, ,,0,,06/30/2014 12:00:00 AM +0000,6/30/2014 0:38,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,PIKE ST BETWEEN 8TH AVE AND CONVENTION PL,0,1,,1,3580717,Dry,1,66,PEDALCYCLIST STRUCK OBJECT IN ROAD,,12204,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,0,NA," 47.61230225300005, -122.33169068899997 ",24896,0,N,14-209878
47026,172999,173019,Intersection,Cycles,0, ,,0,,08/01/2014 12:00:00 AM +0000,8/1/2014 19:02,1,34556,At Intersection (intersection related),Daylight,3,33RD AVE S AND S MYRTLE PL,0,1,,2,3699287,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,5176,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.53837242700007, -122.28998367999998 ",24166,0,N,14-253156
47041,172497,172517,Block,Cycles,169, ,,0,,07/21/2014 12:00:00 AM +0000,7/21/2014 19:35,1,,Mid-Block (not related to intersection),Daylight,3,RAINIER AVE S BETWEEN S MCCLELLAN ST AND S FOREST ST,0,1,,2,3699216,Dry,1,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,12365,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.577939162000064, -122.29783735399997 ",0,0,N,14-239142
47081,170259,170279,Block,Cycles,242, ,,0,,06/18/2014 12:00:00 AM +0000,6/18/2014 6:45,1,,Mid-Block (but intersection related),Daylight,3,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,0,1,,2,3591492,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,10075,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.62388537100003, -122.34235544599994 ",0,0,N,2014-194145
47097,170098,170118,Intersection,Cycles,0, ,,0,,06/13/2014 12:00:00 AM +0000,6/13/2014 1:10,0,28375,At Intersection (but not related to intersection),Unknown,5,24TH AVE E AND BOYER AVE E,0,1,,2,3585583,Wet,2,55,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,,3549,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Raining," 47.63524417700006, -122.30156537499994 ",22452,0,N,2014-188067
47105,173559,173579,Block,Cycles,1355, ,,0,,08/07/2014 12:00:00 AM +0000,8/7/2014 17:40,1,,Mid-Block (not related to intersection),Daylight,3,INTERLAKEN DR E BETWEEN E GALER ST AND E INTERLAKEN BLVD,0,1,,2,3642387,Dry,1,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,11030,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.635420185000044, -122.30783441999995 ",0,0,N,14-261063
47121,171929,171949,Intersection,Cycles,0, ,,0,Y,07/07/2014 12:00:00 AM +0000,7/7/2014 16:06,1,37550,At Intersection (intersection related),Daylight,3,5TH AVE NE AND NE 85TH ST,0,1,,2,3706583,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,7320,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.69039693000008, -122.323000434 ",7339,0,N,14-220359
47153,172165,172185,Block,Cycles,150, ,,0,,07/17/2014 12:00:00 AM +0000,7/17/2014 17:35,1,,Mid-Block (not related to intersection),Daylight,3,24TH AVE E BETWEEN E NEWTON N ST AND E BOSTON ST,0,1,,2,3702008,Dry,1,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,3551,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.63831191300005, -122.30165337399995 ",22322,0,N,14-234084
47207,172506,172526,Block,Cycles,160.5, ,,0,,07/21/2014 12:00:00 AM +0000,7/21/2014 18:12,1,,Mid-Block (not related to intersection),Daylight,3,S JACKSON ST BETWEEN 4TH AVE S AND 5TH AVE S,0,1,,4,3705129,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,20487,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.59919591100004, -122.32831927399997 ",4877,0,N,14-239063
47216,172792,172812,Block,Cycles,110, ,,0,,07/03/2014 12:00:00 AM +0000,7/3/2014 13:08,1,,Mid-Block (not related to intersection),Daylight,3,11TH AVE NE BETWEEN NE 41ST ST AND EASTLAKE AVE NE,1,1,,2,3587647,Dry,1,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1405,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Overcast," 47.65717540600008, -122.31668458899998 ",0,0,N,14-214636
47228,170524,170544,Block,Cycles,107, ,,0,Y,06/23/2014 12:00:00 AM +0000,6/23/2014 15:08,1,,Mid-Block (not related to intersection),Daylight,3,ROOSEVELT WAY NE BETWEEN NE 40TH ALLEY ST AND NE 41ST ST,0,1,,2,3703185,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,12593,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.65659421100003, -122.31782666799995 ",11665,0,N,14-201140
47266,171941,171961,Block,Cycles,241, ,,0,,07/11/2014 12:00:00 AM +0000,7/11/2014 20:25,1,,Mid-Block (not related to intersection),Daylight,3,50TH AVE S BETWEEN S DIRECTOR ST AND S BARTON ST,0,1,,3,3699080,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,7455,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.52167545900005, -122.27137685899999 ",0,0,N,14-226264
47269,171940,171960,Block,Cycles,420, ,,0,,07/15/2014 12:00:00 AM +0000,7/15/2014 9:20,1,,Mid-Block (not related to intersection),Daylight,3,EASTLAKE AVE E BETWEEN E LYNN ST AND E LOUISA ST,0,1,,2,3696659,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,10177,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.64087739100006, -122.325889916 ",24732,0,N,14-230800
47304,173077,173097,Block,Cycles,213, ,,0,Y,07/19/2014 12:00:00 AM +0000,7/19/2014 17:12,1,,Mid-Block (not related to intersection),Daylight,3,8TH AVE BETWEEN PINE ST AND OLIVE WAY,0,1,,2,3584104,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,8281,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61355908100006, -122.33360568199998 ",14004,0,N,2014-236629
47305,172182,172202,Intersection,Cycles,0, ,,0,Y,07/15/2014 12:00:00 AM +0000,7/15/2014 8:30,1,30544,At Intersection (intersection related),Daylight,3,7TH AVE S AND S DEARBORN ST,0,1,,2,3550028,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,8211,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.59583330500004, -122.32376363099996 ",5835,0,N,2014-230751
47313,172801,172821,Block,Cycles,465.5, ,,0,Y,07/02/2014 12:00:00 AM +0000,7/2/2014 7:50,1,,Mid-Block (not related to intersection),Daylight,3,W NICKERSON ST BETWEEN 3RD AVE W AND 6TH AVE W,0,1,,1,3696677,Dry,1,28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,23612,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.65123294000006, -122.36266768499996 ",0,0,N,14-212871
47391,171740,171760,Intersection,Cycles,0,NEI,"Not Enough Information, or Insufficient Location Information",0,,07/10/2014 12:00:00 AM +0000,7/10/2014 17:05,0,29929,At Intersection (intersection related),Daylight,3,5TH AVE AND SENECA ST,0,1,,2,3375894,Dry,1,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,7232,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.607979458000045, -122.33310387099999 ",9043,0,N,14-224618
47430,173126,173146,Intersection,Cycles,0, ,,0,,08/04/2014 12:00:00 AM +0000,8/4/2014 15:10,1,32356,At Intersection (intersection related),Daylight,3,4TH AVE S AND S SPOKANE NR ST,0,1,,2,3581338,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,6246,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.57167786600007, -122.32910307599997 ",19625,0,N,2014-25799
47440,172539,172559,Intersection,Cycles,0, ,,0,,07/29/2014 12:00:00 AM +0000,7/29/2014 14:58,1,30135,At Intersection (intersection related),Daylight,3,15TH AVE AND E PINE ST,0,1,,2,3575048,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,1998,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61528703600004, -122.31276624799995 ",10433,0,N,14-248880
